true_index,predicted_column
6612,4080.8854166666665
6634,5741.70786516854
6652,2713.3333333333335
6655,9578.578947368422
6661,0.0
6681,7884.4
6691,5568.72972972973
6707,3637.8555555555554
6710,7484.785714285715
6714,3859.5
6720,4628.952941176471
6726,0.0
6731,15656.0
6740,0.0
6749,0.0
6768,8130.666666666667
6775,0.0
6778,7398.888888888889
6791,5835.45
6829,7790.545454545455
6842,0.0
6849,3891.1511627906975
6858,8730.058823529413
6863,4759.129032258064
6890,5334.405405405405
6918,6626.277777777777
6920,2776.2903225806454
6923,7956.75
6932,0.0
6933,0.0
6946,6818.711111111111
6947,3420.568181818182
6973,0.0
6992,5270.033333333334
7005,9046.51724137931
7007,5990.766990291262
7027,9153.818181818182
7035,6466.390243902439
7055,4522.96
7056,4615.214285714285
7095,9908.952380952382
7112,0.0
7113,5870.692307692308
7119,0.0
7122,0.0
7126,7469.620689655172
7127,4100.0
7138,28108.0
7139,11810.133333333333
7162,6776.744827586207
7166,7103.4473684210525
7169,9164.884615384615
7181,4005.633333333333
7190,9648.111111111111
7199,0.0
7200,5109.272727272727
7232,5982.037735849057
7259,11135.181818181818
7263,6813.333333333333
7266,4848.460176991151
7267,6597.727272727273
7299,6688.0952380952385
7301,5338.452830188679
7302,6027.971830985915
7307,8198.0
7309,6634.777777777777
7323,7309.54
7325,8345.857142857143
7330,0.0
7334,6448.588235294118
7338,0.0
7342,5756.941176470588
7349,0.0
7362,10284.842105263158
7363,0.0
7394,0.0
7399,16337.0
7420,9331.0
7428,6181.063492063492
7434,7065.285714285715
7450,5780.395348837209
7451,7408.461538461538
7455,0.0
7492,6743.016666666666
7507,10278.0
7518,4353.272727272727
7521,5307.264705882353
7526,6192.46511627907
7557,8541.777777777777
7560,9232.166666666666
7570,0.0
7573,6835.285714285715
7576,5142.723404255319
7594,11934.666666666666
7601,8990.457142857143
7634,7681.272727272727
7668,5523.875
7670,0.0
7682,9062.6
7693,0.0
7696,0.0
7711,8600.923076923076
7713,8773.0
7719,6570.790697674419
7720,7294.585365853659
7732,10651.25
7734,6225.142857142857
7742,6718.625
7753,6667.0
7779,8877.793103448275
7793,10333.333333333334
7797,6362.195652173913
7812,3554.7448979591836
7824,15508.0
7835,2879.5
7855,9155.5
7862,11289.714285714286
7884,7201.472222222223
7894,0.0
7904,2104.1935483870966
7913,5129.1621621621625
7920,6889.535714285715
7930,0.0
7936,4326.075
7958,4940.0
7963,0.0
7973,0.0
7979,6662.8
7984,0.0
7986,4735.818181818182
7987,5492.585365853659
8006,5652.393939393939
8015,7780.111111111111
8017,7877.153846153846
8031,0.0
8037,3838.7
8064,5765.935483870968
8073,4621.342857142857
8083,4585.9375
8090,1756.5714285714287
8094,6313.666666666667
8113,5039.9473684210525
8114,3545.0
8119,0.0
8123,3507.181818181818
8158,0.0
8161,8741.93023255814
8167,5372.62962962963
8181,6826.333333333333
8195,5489.5526315789475
8207,11154.666666666666
8215,7825.935483870968
8223,5295.152173913043
8252,7354.194444444444
8255,0.0
8287,6688.028571428571
8309,5806.969696969697
8312,6543.125
8319,4698.259259259259
8327,6333.0
8353,0.0
8365,0.0
8378,5836.764705882353
8385,4462.8
8387,7973.0
8400,4426.142857142857
8402,5247.555555555556
8403,6587.0
8430,0.0
8438,5082.176470588235
8439,11426.461538461539
8464,6109.51282051282
8483,0.0
8503,5423.083333333333
8504,8076.433333333333
8517,5026.375
8522,12211.75
8525,6403.073529411765
8544,10437.4375
8557,9180.222222222223
8570,5065.636363636364
8583,6530.36
8590,5288.583333333333
8592,3860.1176470588234
8609,5580.235294117647
8613,7475.8
8621,6723.265306122449
8626,3901.529411764706
8627,5800.2
8637,3349.5
8643,11508.666666666666
8654,6017.533333333334
8668,5907.326086956522
8713,6418.777777777777
8729,5632.6736842105265
8732,6478.7
8748,3820.8735632183907
8758,7956.25
8764,5719.714285714285
8765,0.0
8772,4293.053191489362
8776,8663.5
8783,7033.175
8797,0.0
8805,10770.1
8817,5271.983739837398
8820,6216.976190476191
8838,10165.615384615385
8869,5311.74358974359
8871,8118.666666666667
8879,8695.392857142857
8888,4771.864864864865
8897,8437.857142857143
8905,0.0
8907,5152.724770642202
8910,20320.0
8944,4284.27149321267
8953,3632.8947368421054
8989,5509.536585365854
8990,5699.193548387097
8994,6823.939393939394
9020,7953.2
9023,4765.1
9024,4909.0
9047,7152.0
9050,16637.0
9055,7198.923076923077
9064,8118.666666666667
9065,0.0
9084,10605.222222222223
9089,11075.826086956522
9103,6956.307692307692
9111,5461.476190476191
9112,12097.0
9144,4887.122807017544
9145,5277.5
9147,9387.23076923077
9169,0.0
9184,0.0
9190,6515.941176470588
9199,13838.5
9201,4670.724137931034
9207,4878.192825112108
9220,7797.805555555556
9236,7976.0
9246,0.0
9252,5745.578947368421
9286,6700.75
9316,5519.1578947368425
9319,2870.1475409836066
9325,8207.727272727272
9341,5827.282051282052
9343,0.0
9348,6270.2962962962965
9383,10020.037037037036
9395,12530.0
9403,0.0
9408,12852.666666666666
9410,5517.189189189189
9416,0.0
9423,5653.588235294118
9444,0.0
9476,6253.424242424242
9482,3974.125
9489,15177.0
9506,5082.614285714286
9512,5741.4
9522,6660.625
9566,6660.642857142857
9577,0.0
9580,3948.285714285714
9592,4606.782608695652
9601,10656.6
9607,12421.0
9619,8729.108108108108
9627,10371.0
9628,9214.57142857143
9638,4926.621621621622
9641,4851.95
9652,6349.0
9653,4372.4358974358975
9658,7333.458333333333
9682,0.0
9694,8227.719512195123
9702,0.0
9705,5617.1578947368425
9727,0.0
9740,5266.648351648351
9750,8426.615384615385
9756,0.0
9767,8511.904761904761
9784,7664.738095238095
9785,6320.5
9787,4670.724137931034
9791,4476.142857142857
9802,8275.2
9809,8605.0
9810,0.0
9811,6148.346153846154
9824,5742.636363636364
9826,5946.242424242424
9835,9213.5
9857,10747.73076923077
9859,5503.967741935484
9881,7515.974358974359
9886,5139.078947368421
9897,5836.333333333333
9909,5634.431818181818
9910,6598.576
9920,0.0
9931,5990.766990291262
9937,8636.944444444445
9939,6383.628571428571
9940,3625.875
9947,0.0
9949,8505.2
9972,7693.821428571428
9985,7471.275862068966
9991,6805.935483870968
10006,5968.608695652174
10016,7167.318181818182
10031,0.0
10039,8077.129032258064
10046,7461.023255813953
10048,3622.629213483146
10049,0.0
10052,5577.923076923077
10064,0.0
10075,4772.2962962962965
10105,9906.5
10113,5702.206896551724
10118,6377.545454545455
10135,8037.772727272727
10145,0.0
10147,10804.0
10151,8077.5
10153,5219.622222222222
10167,3663.0183486238534
10177,4290.923076923077
10208,5344.789473684211
10268,6578.533333333334
10296,1816.375
10309,2442.2
10316,0.0
10317,0.0
10344,6997.745454545455
10349,6673.777777777777
10351,8023.366666666667
10353,10551.9
10363,2876.3098591549297
10369,10780.0
10373,7657.0
10378,6468.918918918919
10388,6859.477272727273
10391,9267.0
10392,0.0
10393,4404.740740740741
10402,0.0
10438,11713.0
10440,20762.0
10442,7224.375
10463,0.0
10465,5897.333333333333
10502,6916.25
10513,6343.535714285715
10526,4158.602040816327
10534,4593.836363636364
10552,0.0
10560,8299.12676056338
10568,16123.0
10571,12996.5
10572,0.0
10574,0.0
10577,5095.666666666667
10594,7943.285714285715
10603,3869.0
10618,3944.1153846153848
10625,6893.7
10635,4606.782608695652
10641,10449.0
10642,6462.391304347826
10644,10459.375
10653,7016.15
10657,6201.9
10658,4333.7692307692305
10667,6413.764705882353
10677,3775.3
10687,5540.388888888889
10700,11889.333333333334
10703,7736.948717948718
10713,6436.962962962963
10720,4969.366666666667
10732,0.0
10737,0.0
10744,4267.236842105263
10761,13273.75
10770,5803.441860465116
10776,4599.6984126984125
10778,7490.929577464789
10779,0.0
10810,5200.851063829788
10811,3190.6428571428573
10812,5606.0
10831,3277.3684210526317
10832,3814.689655172414
10835,9861.133333333333
10837,0.0
10848,9118.689655172413
10851,5465.090909090909
10871,4617.066666666667
10872,12776.0
10876,7181.463414634146
10879,3331.0
10887,0.0
10890,5853.0
10892,5218.840909090909
10899,0.0
10917,2859.0
10922,0.0
10931,0.0
10937,7146.923076923077
10940,6764.0526315789475
10948,8128.551724137931
10953,7195.0
10977,5452.647619047619
10981,7728.594594594595
10988,6628.642857142857
11012,14073.5
11016,9826.333333333334
11022,5573.846153846154
11037,10182.285714285714
11050,5889.8
11059,6231.805555555556
11061,5089.096774193548
11066,7874.666666666667
11078,9231.289855072464
11081,14607.0
11084,6436.825
11085,8440.875
11089,2175.1136363636365
11090,4127.555555555556
11092,7390.314285714286
11094,6157.176470588235
11124,5597.620689655172
11133,8863.4
11141,10118.583333333334
11171,5875.977777777778
11195,8334.142857142857
11196,5608.9375
11218,0.0
11239,0.0
11242,0.0
11248,6782.910447761194
11256,7333.458333333333
11258,8006.296875
11283,13074.5
11287,7904.24
11308,6585.025
11315,0.0
11316,8387.444444444445
11351,0.0
11381,6803.625
11407,5200.85294117647
11411,0.0
11415,0.0
11418,0.0
11440,10482.846153846154
11443,7457.545454545455
11464,4571.15
11485,4430.126984126984
11491,10550.444444444445
11501,8550.388888888889
11510,7285.758620689655
11520,5307.264705882353
11542,2400.6666666666665
11550,10982.5
11553,12020.0
11554,4708.34375
11578,0.0
11587,12156.235294117647
11594,4095.728260869565
11624,10787.0
11628,2669.409090909091
11641,5152.724770642202
11645,6102.540540540541
11649,0.0
11650,3487.45
11660,0.0
11671,0.0
11673,15164.333333333334
11678,8857.75
11722,3009.3333333333335
11724,7016.8
11727,9368.666666666666
11728,4421.415841584158
11729,6568.5526315789475
11741,5526.251366120218
11765,8671.0
11770,5673.895522388059
11774,4581.355555555556
11781,14339.0
11788,4700.2
11805,4989.5625
11813,5687.815789473684
11838,13817.666666666666
11845,8801.666666666666
11863,7518.333333333333
11874,4989.5625
11878,4004.25
11899,4350.551724137931
11905,8761.666666666666
11925,0.0
11949,3949.633333333333
11955,6779.134328358209
11961,10118.454545454546
11965,0.0
11999,5271.983739837398
12007,5192.7
12031,19744.0
12034,6844.162790697675
12060,5436.565217391304
12069,7573.285714285715
12071,10195.6
12075,0.0
12081,7231.7
12084,8338.333333333334
12089,0.0
12093,8998.1875
12104,3289.8
12107,2683.5178571428573
12114,6965.431818181818
12122,6610.795454545455
12124,12502.4
12135,6680.416666666667
12160,4993.0
12185,8840.733333333334
12199,5827.761904761905
12202,6948.820512820513
12210,6285.717948717948
12219,6149.025641025641
12225,0.0
12226,3946.2
12238,7418.7692307692305
12243,3372.5
12263,6224.666666666667
12264,9326.0
12272,5191.90625
12275,3294.6190476190477
12281,6652.698113207547
12285,4069.0
12291,3727.0
12301,5921.285714285715
12305,4862.6578947368425
12306,10424.333333333334
12312,6221.128571428571
12313,6660.625
12325,8813.5
12332,7431.88524590164
12338,3816.0857142857144
12340,6075.896551724138
12346,0.0
12352,14717.0
12358,11184.40625
12374,9623.095238095239
12413,0.0
12414,6102.540540540541
12417,6012.571428571428
12426,5469.727272727273
12438,0.0
12443,0.0
12448,5477.7657657657655
12455,5161.342857142857
12464,6984.138888888889
12484,11690.8
12489,5676.494117647058
12490,0.0
12491,7548.175438596491
12496,5223.409090909091
12501,6698.393939393939
12507,6881.684782608696
12508,0.0
12516,7305.105263157895
12528,5480.777777777777
12532,5068.2444444444445
12540,8417.57142857143
12546,9627.892857142857
12549,6291.0
12553,6135.216216216216
12555,0.0
12583,9474.92857142857
12586,6540.381818181818
12606,5286.7027027027025
12612,0.0
12622,6455.523809523809
12625,9067.333333333334
12637,0.0
12676,0.0
12703,11902.0
12751,6206.692307692308
12756,5616.428571428572
12775,6660.894736842105
12785,0.0
12797,4391.117647058823
12800,0.0
12810,4798.26
12811,4178.375
12814,4621.281553398058
12846,5665.772727272727
12849,4072.6
12854,5139.172413793103
12869,13334.5
12879,6326.378378378378
12885,9563.461538461539
12890,8301.153846153846
12892,0.0
12897,4772.363636363636
12901,6018.7
12904,7295.233333333334
12928,3670.1111111111113
12954,5027.486486486487
12963,4792.222222222223
12964,7542.0
12979,0.0
12994,4984.785714285715
12999,5685.1741573033705
13003,3150.785123966942
13021,0.0
13038,5648.7375
13042,0.0
13046,7160.821428571428
13091,6566.125
13103,8344.545454545454
13108,14912.0
13110,5533.105263157895
13117,14179.0
13133,0.0
13141,12761.0
13149,7457.744680851064
13168,8708.846153846154
13188,7515.272727272727
13193,2501.0
13197,9252.458333333334
13201,4885.0
13233,3289.090909090909
13240,7288.892857142857
13253,0.0
13258,6723.75
13265,7140.267857142857
13271,0.0
13280,3806.0
13291,13416.70588235294
13292,7252.25
13294,10127.53125
13309,0.0
13346,1591.0
13353,7442.0
13358,0.0
13374,8272.073170731708
13386,4036.9633027522937
13414,4234.3421052631575
13422,0.0
13431,6568.5526315789475
13452,0.0
13454,5073.074074074074
13458,2378.0
13485,10757.15
13486,10795.333333333334
13517,7091.878048780488
13520,0.0
13521,10699.1
13524,0.0
13535,7632.272727272727
13536,10846.0
13541,10674.0
13542,4533.714285714285
13544,0.0
13564,0.0
13569,5051.384615384615
13604,5568.0
13614,0.0
13624,0.0
13629,7671.0
13638,8759.40625
13642,4921.806201550387
13664,0.0
13671,7992.903225806452
13686,6188.366197183099
13687,0.0
13691,5291.564814814815
13699,0.0
13702,8645.0
13708,0.0
13713,5559.111111111111
13738,6393.416666666667
13743,6814.354838709677
13777,7451.909090909091
13785,6375.071428571428
13790,4864.866666666667
13812,5284.6551724137935
13827,5289.341463414634
13832,6835.0
13846,7318.068965517241
13847,6323.9111111111115
13861,5139.078947368421
13865,6892.033333333334
13869,7114.136363636364
13871,0.0
13873,5963.581395348837
13874,4542.864864864865
13875,6011.734939759036
13883,5921.3
13885,6310.5
13892,10763.785714285714
13896,6217.405405405405
13900,8279.785714285714
13906,6688.0
13912,6441.625
13913,8297.941176470587
13917,10936.0
13918,8248.75
13934,6882.764705882353
13937,4229.125
13945,4781.8578680203045
13954,6708.5
13964,8676.557692307691
13976,3585.1
13978,5834.0344827586205
13979,6337.533333333334
13996,0.0
14026,4607.023809523809
14039,4585.913043478261
14045,8816.375
14047,3255.75
14049,3193.5733333333333
14055,8012.8125
14056,0.0
14061,12615.0
14065,11066.384615384615
14081,8452.60606060606
14086,10358.461538461539
14092,3080.9076923076923
14105,7543.03125
14109,6347.35
14115,7208.090909090909
14116,5115.767241379311
14118,0.0
14130,4365.75
14133,0.0
14137,3925.8333333333335
14141,4374.1612903225805
14143,6889.8387096774195
14147,5520.866666666667
14157,6055.277777777777
14160,5780.395348837209
14176,5276.258064516129
14190,6576.6875
14192,4792.222222222223
14194,9735.09090909091
14197,6492.312056737589
14207,0.0
14217,4645.2
14223,0.0
14225,5479.117647058823
14226,5888.851351351352
14237,6533.025316455696
14259,0.0
14262,5511.536585365854
14264,4421.54
14265,7472.25
14288,6724.649122807017
14307,7208.184210526316
14311,0.0
14313,8633.411764705883
14314,21752.0
14347,9326.5
14351,6890.047619047619
14368,0.0
14400,8419.25
14402,8126.866666666667
14421,0.0
14437,9408.461538461539
14443,5573.153846153846
14477,9567.75
14479,0.0
14489,0.0
14493,4317.1612903225805
14534,24189.0
14537,7952.244897959184
14540,0.0
14555,7532.571428571428
14566,6781.428571428572
14589,9351.785714285714
14596,5252.666666666667
14602,4846.8403361344535
14621,5738.715909090909
14639,4890.214285714285
14669,0.0
14677,7781.929411764706
14683,0.0
14689,0.0
14725,7326.0
14727,5820.357142857143
14751,6313.790322580645
14756,5228.166666666667
14768,0.0
14785,5120.0
14788,4193.175
